"symbol","name","market","asset_type","country"
"1921.T","巴コーポレーション","TSE","equity","japan"
"1925.T","大和ハウス工業","TSE","equity","japan"
"1926.T","ライト工業","TSE","equity","japan"
"1928.T","積水ハウス","TSE","equity","japan"
"1929.T","日特建設","TSE","equity","japan"
"1930.T","北陸電気工事","TSE","equity","japan"
"1934.T","ユアテック","TSE","equity","japan"
"1938.T","日本リーテック","TSE","equity","japan"
"1939.T","四電工","TSE","equity","japan"
"1941.T","中電工","TSE","equity","japan"
"1942.T","関電工","TSE","equity","japan"
"1944.T","きんでん","TSE","equity","japan"
"1945.T","東京エネシス","TSE","equity","japan"
"1946.T","トーエネック","TSE","equity","japan"
"1948.T","弘電社","TSE","equity","japan"
"1949.T","住友電設","TSE","equity","japan"
"1950.T","日本電設工業","TSE","equity","japan"
"1951.T","エクシオグループ","TSE","equity","japan"
"1952.T","新日本空調","TSE","equity","japan"
"1959.T","九電工","TSE","equity","japan"
"1960.T","サンテック","TSE","equity","japan"
"1961.T","三機工業","TSE","equity","japan"
"1963.T","日揮ホールディングス","TSE","equity","japan"
"1964.T","中外炉工業","TSE","equity","japan"
"1965.T","テクノ菱和","TSE","equity","japan"
"1966.T","高田工業所","TSE","equity","japan"
"1967.T","ヤマト","TSE","equity","japan"
"1968.T","太平電業","TSE","equity","japan"
"1969.T","高砂熱学工業","TSE","equity","japan"
"1972.T","三晃金属工業","TSE","equity","japan"
"1973.T","NECネッツエスアイ","TSE","equity","japan"
"1975.T","朝日工業社","TSE","equity","japan"
"1976.T","明星工業","TSE","equity","japan"
"1979.T","大氣社","TSE","equity","japan"
"1980.T","ダイダン","TSE","equity","japan"
"1981.T","協和日成","TSE","equity","japan"
"1982.T","日比谷総合設備","TSE","equity","japan"
"1992.T","神田通信機","TSE","equity","japan"
"1994.T","高橋カーテンウォール工業","TSE","equity","japan"
"1997.T","暁飯島工業","TSE","equity","japan"
"2001.T","ニップン","TSE","equity","japan"
"2002.T","日清製粉グループ本社","TSE","equity","japan"
"2003.T","日東富士製粉","TSE","equity","japan"
"2004.T","昭和産業","TSE","equity","japan"
"2009.T","鳥越製粉","TSE","equity","japan"
"2011.T","三井住友DSアセットマネジメント株式会社 SMDAM Active ETF 日本高配当株式","TSE","equity","japan"
"2012.T","ブラックロック・ジャパン株式会社 iシェアーズ 米国債0−3ヶ月 ETF","TSE","equity","japan"
"2013.T","ブラックロック・ジャパン株式会社 iシェアーズ 米国高配当株 ETF","TSE","equity","japan"
"2014.T","ブラックロック・ジャパン株式会社 iシェアーズ 米国連続増配株 ETF","TSE","equity","japan"
"2015.T","大和アセットマネジメント株式会社 iFreeETF 米国国債7−10年(為替ヘッジなし)","TSE","equity","japan"
"2016.T","大和アセットマネジメント株式会社 iFreeETF 米国国債7−10年(為替ヘッジあり)","TSE","equity","japan"
"2017.T","大和アセットマネジメント株式会社 iFreeETF JPXプライム150","TSE","equity","japan"
"2018.T","Global X Japan株式会社 グローバルX US REIT・トップ20 ETF","TSE","equity","japan"
"2019.T","Global X Japan株式会社 グローバルX 米国優先証券 ETF(隔月分配型)","TSE","equity","japan"
"2031.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 香港ハンセン・ダブル・ブル ETN","TSE","equity","japan"
"2032.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 香港ハンセン・ベア ETN","TSE","equity","japan"
"2033.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 韓国KOSPI・ダブル・ブル ETN","TSE","equity","japan"
"2034.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 韓国KOSPI・ベア ETN","TSE","equity","japan"
"2036.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 金先物 ダブル・ブル ETN","TSE","equity","japan"
"2037.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 金先物 ベア ETN","TSE","equity","japan"
"2038.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES ドバイ原油先物 ダブル・ブル ETN","TSE","equity","japan"
"2039.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES ドバイ原油先物 ベア ETN","TSE","equity","japan"
"2040.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES NYダウ・ダブル・ブル・ドルヘッジ ETN","TSE","equity","japan"
"2041.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES NYダウ・ベア・ドルヘッジ ETN","TSE","equity","japan"
"2042.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 東証グロース市場250 ETN","TSE","equity","japan"
"2043.T","ノムラ・ヨーロッパ NEXT NOTES STOXX アセアン好配当50(円、ネットリターン)ETN","TSE","equity","japan"
"2044.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES S&P500 配当貴族(ネットリターン) ETN","TSE","equity","japan"
"2045.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES S&P シンガポール リート(ネットリターン) ETN","TSE","equity","japan"
"2046.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES インドNifty・ダブル・ブル ETN","TSE","equity","japan"
"2047.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES インドNifty・ベア ETN","TSE","equity","japan"
"2048.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 野村日本株高配当70(ドルヘッジ、ネットリターン)ETN","TSE","equity","japan"
"2050.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES ニッチトップ 中小型日本株(ネットリターン)ETN","TSE","equity","japan"
"2053.T","中部飼料","TSE","equity","japan"
"2055.T","日和産業","TSE","equity","japan"
"2060.T","フィード・ワン","TSE","equity","japan"
"2065.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 日本株配当貴族(ドルヘッジ、ネットリターン)ETN","TSE","equity","japan"
"2066.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 東証REIT(ドルヘッジ、ネットリターン)ETN","TSE","equity","japan"
"2067.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 野村AIビジネス70(ネットリターン)ETN","TSE","equity","japan"
"2068.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 高ベータ30(ネットリターン)ETN","TSE","equity","japan"
"2069.T","ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ NEXT NOTES 低ベータ50(ネットリターン)ETN","TSE","equity","japan"
"2070.T","三菱UFJ証券ホールディングス株式会社 スマートESG30女性活躍(ネットリターン)ETN","TSE","equity","japan"
"2071.T","三菱UFJ証券ホールディングス株式会社 スマートESG30総合(ネットリターン)ETN","TSE","equity","japan"
"2072.T","三菱UFJ証券ホールディングス株式会社 トップシェアインデックス(ネットリターン)ETN","TSE","equity","japan"
"2073.T","三菱UFJ証券ホールディングス株式会社 スマートESG30低カーボンリスク(ネットリターン)ETN","TSE","equity","japan"
"2080.T","シンプレクス・アセット・マネジメント株式会社 PBR1倍割れ解消推進ETF","TSE","equity","japan"
"2081.T","シンプレクス・アセット・マネジメント株式会社 政策保有解消推進ETF","TSE","equity","japan"
"2082.T","シンプレクス・アセット・マネジメント株式会社 投資家経営者一心同体ETF","TSE","equity","japan"
"2083.T","野村アセットマネジメント株式会社 NEXT FUNDS 日本成長株アクティブ上場投信","TSE","equity","japan"
"2084.T","野村アセットマネジメント株式会社 NEXT FUNDS 日本高配当株アクティブ上場投信","TSE","equity","japan"
"2085.T","三菱UFJアセットマネジメント株式会社 MAXIS高配当日本株アクティブ上場投信","TSE","equity","japan"
"2086.T","農林中金全共連アセットマネジメント株式会社 NZAM 上場投信 S&P500(為替ヘッジあり)","TSE","equity","japan"
"2087.T","農林中金全共連アセットマネジメント株式会社 NZAM 上場投信 NASDAQ100(為替ヘッジあり)","TSE","equity","japan"
"2088.T","農林中金全共連アセットマネジメント株式会社 NZAM 上場投信 NYダウ30(為替ヘッジあり)","TSE","equity","japan"
"2089.T","農林中金全共連アセットマネジメント株式会社 NZAM 上場投信 DAX(為替ヘッジあり)","TSE","equity","japan"
"2090.T","農林中金全共連アセットマネジメント株式会社 NZAM 上場投信 米国国債7−10年(為替ヘッジあり)","TSE","equity","japan"
"2091.T","農林中金全共連アセットマネジメント株式会社 NZAM 上場投信 ドイツ国債7−10年(為替ヘッジあり)","TSE","equity","japan"
"2092.T","農林中金全共連アセットマネジメント株式会社 NZAM 上場投信 フランス国債7−10年(為替ヘッジあり)","TSE","equity","japan"
"2093.T","日興アセットマネジメント株式会社 上場Tracers 米国債0−2年ラダー(為替ヘッジなし)","TSE","equity","japan"
"2094.T","シンプレクス・アセット・マネジメント株式会社 東証REITインバースETF","TSE","equity","japan"
"2095.T","Global X Japan株式会社 グローバルX S&P500配当貴族 ETF(為替ヘッジあり)","TSE","equity","japan"
"2096.T","Global X Japan株式会社 グローバルX オフィス・J−REIT ETF","TSE","equity","japan"
"2097.T","Global X Japan株式会社 グローバルX レジデンシャル・J−REIT ETF","TSE","equity","japan"
"2098.T","Global X Japan株式会社 グローバルX ホテル&リテール・J−REIT ETF","TSE","equity","japan"
"2107.T","東洋精糖","TSE","equity","japan"
"2108.T","日本甜菜製糖","TSE","equity","japan"
"2109.T","DM三井製糖ホールディングス","TSE","equity","japan"
"2112.T","塩水港精糖","TSE","equity","japan"
"2114.T","フジ日本精糖","TSE","equity","japan"
"2117.T","ウェルネオシュガー","TSE","equity","japan"
"2120.T","LIFULL","TSE","equity","japan"
"2121.T","MIXI","TSE","equity","japan"
"2122.T","インタースペース","TSE","equity","japan"
"2124.T","ジェイエイシーリクルートメント","TSE","equity","japan"
"2127.T","日本M&Aセンターホールディングス","TSE","equity","japan"
"2130.T","メンバーズ","TSE","equity","japan"
"2134.T","燦キャピタルマネージメント","TSE","equity","japan"
"2136.T","ヒップ","TSE","equity","japan"
"2138.T","クルーズ","TSE","equity","japan"
"2139.T","中広","TSE","equity","japan"
"2146.T","UTグループ","TSE","equity","japan"
"2148.T","アイティメディア","TSE","equity","japan"
"2150.T","ケアネット","TSE","equity","japan"
"2152.T","幼児活動研究会","TSE","equity","japan"
"2153.T","E・Jホールディングス","TSE","equity","japan"
"2154.T","オープンアップグループ","TSE","equity","japan"
"2156.T","セーラー広告","TSE","equity","japan"
"2157.T","コシダカホールディングス","TSE","equity","japan"
"2158.T","FRONTEO","TSE","equity","japan"
"2160.T","ジーエヌアイグループ","TSE","equity","japan"
"2162.T","nms ホールディングス","TSE","equity","japan"
"2163.T","アルトナー","TSE","equity","japan"
"2164.T","地域新聞社","TSE","equity","japan"
"2168.T","パソナグループ","TSE","equity","japan"
"2169.T","CDS","TSE","equity","japan"
"2170.T","リンクアンドモチベーション","TSE","equity","japan"
"2173.T","博展","TSE","equity","japan"
